,abs_amplitude,amplitude_squared,surface_energy,param_0,real_group_sampling_width
0,0.19437563615063846,0.03778188792896539,35.428660245248345,0.19437563615063846,0.20810975338138168
1,0.3019433037553646,0.09116975868270437,35.406297774324884,0.3019433037553646,0.2079866885979618
2,0.29545198079350327,0.08729187295480462,35.407033966843244,0.29545198079350327,0.19824169680112866
3,0.30000425032501854,0.09000255021307639,35.40650421403359,0.30000425032501854,0.193484550178902
4,0.3317892705790028,0.11008412007134674,35.40479962770516,0.3317892705790028,0.188841559379343
5,0.3289913612539933,0.10823531577975554,35.40479068389189,0.3289913612539933,0.1799935919471094
6,0.33758565816526565,0.11396407659887559,35.40492961660336,0.33758565816526565,0.17156018647856194
7,0.33309718858200715,0.11095373704123723,35.40481563816111,0.33309718858200715,0.16352191912036362
8,0.33309718858200715,0.11095373704123723,35.40481563816111,0.33309718858200715,0.15221015254073175
9,0.3512957043151093,0.12340867187024872,35.40588254960022,0.3512957043151093,0.14507851013658082
10,0.3476294714850302,0.12084624944496143,35.405534125247854,0.3476294714850302,0.13828101313949842
11,0.33264339035410995,0.11065162514627677,35.40480921847878,0.33264339035410995,0.13180200552710736
12,0.3430792787270828,0.11770339149189539,35.405198411877976,0.3430792787270828,0.12863919227685067
13,0.3430792787270828,0.11770339149189539,35.405198411877976,0.3430792787270828,0.11974046772753176
14,0.3430792787270828,0.11770339149189539,35.405198411877976,0.3430792787270828,0.11145731994920367
15,0.293447986462462,0.08611172075887329,35.407286514508165,0.293447986462462,0.11139141015537016
16,0.3340244679194868,0.11157234516889628,35.404831634901775,0.3340244679194868,0.10871838384901608
17,0.3340244679194868,0.11157234516889628,35.404831634901775,0.3340244679194868,0.10119769801294981
18,0.34074359637886315,0.1161061984732016,35.405066291508334,0.34074359637886315,0.09876928716373096
19,0.34482804306848414,0.11890637928644035,35.40531502492225,0.34482804306848414,0.09414155882362484
20,0.3341943772664069,0.11168588179648149,35.404834987371906,0.3341943772664069,0.09188247203312876
21,0.3095961643745827,0.09584978499545363,35.405601814884,0.3095961643745827,0.08757741798245157
22,0.3158797564274672,0.099780020520676,35.40518141081165,0.3158797564274672,0.08752562946316612
23,0.33363336772652613,0.1113112240605434,35.40482441491367,0.33363336772652613,0.08342471056840003
24,0.30897068131248884,0.09546288191070354,35.40565132199509,0.30897068131248884,0.08337537773430094
25,0.3436538214995051,0.11809794903121369,35.40523503713194,0.3436538214995051,0.0894656621526738
26,0.31874592857686174,0.10159896698432584,35.405037905954515,0.31874592857686174,0.08731878145410002
27,0.32987838610531556,0.10881974961944765,35.40478982710308,0.32987838610531556,0.08726714587838316
28,0.3196833813633603,0.10219746431991164,35.40499778347513,0.3196833813633603,0.08721554083713591
29,0.3004747659222858,0.09028508495605243,35.40645304409614,0.3004747659222858,0.08512265562583111
30,0.30621179773000395,0.09376566506904085,35.40588562107511,0.30621179773000395,0.08920144919916467
31,0.32944369993065004,0.10853315142399618,35.40478982215814,0.32944369993065004,0.08502201157952073
32,0.3331175628394534,0.11096731067209717,35.40481594803711,0.3331175628394534,0.08103839699832871
33,0.35081877394941935,0.12307381215537379,35.40583319043588,0.35081877394941935,0.07909374285759062
34,0.33268002501843824,0.1106759990462687,35.40480970253576,0.33268002501843824,0.0753878909084885
35,0.3275003734973051,0.10725649464087433,35.40479973241064,0.3275003734973051,0.07357883026998985
36,0.3323723069847799,0.11047135045038475,35.40480582282508,0.3323723069847799,0.07529875667826448
37,0.3205874767376448,0.10277633024100996,35.40496232644601,0.3205874767376448,0.07525422909110516
38,0.33265076839773555,0.1106565337156039,35.404809315483234,0.33265076839773555,0.07172827341522345
39,0.343561470841755,0.11803448424695005,35.405229039179225,0.343561470841755,0.07168585721757052
40,0.3174523597853046,0.10077600073325849,35.405098817592155,0.3174523597853046,0.06996563317274664
41,0.3195021090422384,0.10208159768243841,35.40500527633456,0.3195021090422384,0.06668746895019581
42,0.328764205040745,0.10808590251607302,35.40479144881953,0.328764205040745,0.06988290990273816
43,0.31980539200266295,0.10227548875397692,35.40499281214025,0.31980539200266295,0.06820595064462265
44,0.3118260987402785,0.09723551585558192,35.40543642292155,0.3118260987402785,0.0665692328755535
45,0.3445255268819147,0.11869783867326092,35.405293755010504,0.3445255268819147,0.0665298674537357
46,0.3035278916198398,0.09212918099118521,35.40613788540475,0.3035278916198398,0.06808502232032997
47,0.3214177864108857,0.10330939342127374,35.40493259136224,0.3214177864108857,0.07305839889540822
48,0.3365039401007152,0.11323490170330573,35.40489365079785,0.3365039401007152,0.07130523837903494
49,0.33501541272748947,0.11223532676497011,35.40485303802632,0.33501541272748947,0.07297201892020967
50,0.32590888180560834,0.106216599239782,35.40481977173065,0.32590888180560834,0.07292886723914613
51,0.33719514615869545,0.11370056659298398,35.4049160015023,0.33719514615869545,0.07463360057385529
52,0.3321580408579782,0.1103289641066103,35.4048033705832,0.3321580408579782,0.07113672377725307
53,0.3593269706724073,0.12911587185260906,35.406901773286855,0.3593269706724073,0.06780368936848412
54,0.3336548488938122,0.11132555819035266,35.404824793527325,0.3336548488938122,0.06776359395627195
55,0.3336548488938122,0.11132555819035266,35.404824793527325,0.3336548488938122,0.06307599022978873
56,0.3181465067783981,0.10121719977529732,35.4050653362967,0.3181465067783981,0.06303869052157947
57,0.33722592728281536,0.11372132603175468,35.404917048728,0.33722592728281536,0.06152596994602286
58,0.325665166247319,0.10605780050689392,35.404823775826316,0.325665166247319,0.06296415726317071
59,0.34022989821859856,0.11575638364183793,35.40504080467779,0.34022989821859856,0.06443596262422785
