,0.005,0.015,0.025,0.035,0.045,0.055,0.065,0.075,0.085,0.095,0.105,0.115,0.125,0.135,0.145,0.155,0.165,0.175,0.185,0.195,0.205,0.215,0.225,0.235,0.245,0.255,0.265,0.275,0.285,0.295,0.305,0.315,0.325,0.335,0.345,0.355,0.365,0.375,0.385,0.395,0.405,0.415,0.425,0.435,0.445,0.455,0.465,0.475,0.485,0.495,0.505,0.515,0.525,0.535,0.545,0.555,0.565,0.575,0.585,0.595,0.605,0.615,0.625,0.635,0.645,0.655,0.665,0.675,0.685,0.695,0.705,0.715,0.725,0.735,0.745,0.755,0.765,0.775,0.785,0.795,0.805,0.815,0.825,0.835,0.845,0.855,0.865,0.875,0.885,0.895,0.905,0.915,0.925,0.935,0.945,0.955,0.965,0.975,0.985,0.995,1.005,1.015,1.025,1.035,1.045,1.055,1.065,1.075,1.085,1.095,1.105,1.115,1.125,1.135,1.145,1.155,1.165,1.175,1.185,1.195,1.205,1.215,1.225,1.235,1.245,1.255,1.265,1.275,1.285,1.295,1.305,1.315,1.325,1.335,1.345,1.355,1.365,1.375,1.385,1.395
a,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,-0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,-0.99,0.99,0.99,0.99,0.99,-0.99,0.99,0.99,0.99,0.99,0.99,-0.99,-0.99,0.99,0.99,0.99,-0.99,0.99,0.99,0.99,0.99,0.99,0.99,-0.99,0.99,0.99,0.99,0.99,-0.99,0.99,-0.99,0.99,0.99,-0.99,0.99,0.99,0.99,0.99,-0.99,0.99,0.99,0.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
E,5.147320763400128,5.147490043384147,5.147828578304538,5.148336318086595,5.149013187669664,5.149859087068753,5.150873891456428,5.152057451264926,5.153409592308199,5.154930115923715,5.1566187991336765,5.158475394825375,5.160499631950313,5.162691215741708,5.165049827949948,5.167575127095563,5.170266748739191,5.173124305768077,5.176147388698504,5.179335565993647,5.182688384396228,5.186205369275366,5.189886024987011,5.1937298352472805,5.197736263518096,5.201904753404375,5.206234729062155,5.210725595616926,5.215376739591457,5.220187529342617,5.225157315505566,5.230285431446667,5.235571193721837,5.241013902541476,5.2466128422405465,5.252367281753262,5.258276475091655,5.264339661827386,5.270556067576104,5.276924904483709,5.283445371713899,5.290116655936339,5.296937931814881,5.303908362495207,5.311027100091373,5.318293286170635,5.325706052236065,5.33326452020644,5.340967802892889,5.348815004471834,5.356805220953776,5.364937540647496,5.373211044619256,5.3816248071466175,5.390177896166507,5.398869373717197,5.407698296373891,5.416663715677559,5.4257646785568445,5.435000227742677,5.444369402175456,5.453871237404507,5.463504765979694,5.473269017834953,5.483163020663627,5.4931858002854606,5.503336381005133,5.513613785962232,5.524017037472595,5.534545157360947,5.545197167284761,5.555972089049378,5.5668689449142725,5.577886757890552,5.5890245520295645,5.600281352702878,5.61165618687336,5.623148083357628,5.634756073079826,5.646479189316817,5.658316467934887,5.670266947617971,5.682329670087596,5.694503680314552,5.706788026722436,5.719181761383199,5.731683940204754,5.744293623110792,5.7570098742131846,5.769831761976378,5.782758359374909,5.79578874404342,5.80892199841966,5.8221572098805146,5.835493470871253,5.848929879028122,5.862465537294451,5.8760995540304055,5.889831043116568,5.903659124051463,5.917582922043231,5.931601568095561,5.94571419908805,5.959919957851168,5.974217993235932,5.988607460178494,6.003087519759754,6.017657339260166,6.032316092209893,6.047062958434411,6.061897124095799,6.0768177817297335,6.091824130278452,6.106915375119726,6.122090728092038,6.137349407516075,6.152690638212676,6.168113651517344,6.183617685291487,6.199201983930471,6.214865798368626,6.230608386081331,6.246429011084274,6.26232694393002,6.27830146170199,6.283185307179586,6.283185307179586,6.283185307179586,6.283185307179587,6.283185307179585,6.283185307179586,6.283185307179587,6.283185307179586,6.283185307179586,6.283185307179586,6.283185307179587,6.283185307179586,6.283185307179586,6.283185307179586,6.283185307179586
