,-4.0,-3.95,-3.9000000000000004,-3.8500000000000005,-3.8000000000000007,-3.750000000000001,-3.700000000000001,-3.6500000000000012,-3.6000000000000014,-3.5500000000000016,-3.5000000000000018,-3.450000000000002,-3.400000000000002,-3.3500000000000023,-3.3000000000000025,-3.2500000000000027,-3.200000000000003,-3.150000000000003,-3.100000000000003,-3.0500000000000034,-3.0000000000000036,-2.9500000000000037,-2.900000000000004,-2.850000000000004,-2.8000000000000043,-2.7500000000000044,-2.7000000000000046,-2.650000000000005,-2.600000000000005,-2.550000000000005,-2.5000000000000053,-2.4500000000000055,-2.4000000000000057,-2.350000000000006,-2.300000000000006,-2.250000000000006,-2.2000000000000064,-2.1500000000000066,-2.1000000000000068,-2.050000000000007,-2.000000000000007,-1.9500000000000073,-1.9000000000000075,-1.8500000000000076,-1.8000000000000078,-1.750000000000008,-1.7000000000000082,-1.6500000000000083,-1.6000000000000085,-1.5500000000000087,-1.5000000000000089,-1.450000000000009,-1.4000000000000092,-1.3500000000000094,-1.3000000000000096,-1.2500000000000098,-1.20000000000001,-1.1500000000000101,-1.1000000000000103,-1.0500000000000105,-1.0000000000000107,-0.9500000000000108,-0.900000000000011,-0.8500000000000112,-0.8000000000000114,-0.7500000000000115,-0.7000000000000117,-0.6500000000000119,-0.6000000000000121,-0.5500000000000123,-0.5000000000000124,-0.4500000000000126,-0.4000000000000128,-0.35000000000001297,-0.30000000000001315,-0.2500000000000133,-0.2000000000000135,-0.15000000000001368,-0.10000000000001386,-0.05000000000001403,-1.4210854715202004e-14,0.04999999999998561,0.09999999999998543,0.14999999999998526,0.19999999999998508,0.2499999999999849,0.2999999999999847,0.34999999999998455,0.39999999999998437,0.4499999999999842,0.499999999999984,0.5499999999999838,0.5999999999999837,0.6499999999999835,0.6999999999999833,0.7499999999999831,0.799999999999983,0.8499999999999828,0.8999999999999826,0.9499999999999824,0.9999999999999822,1.049999999999982,1.0999999999999819,1.1499999999999817,1.1999999999999815,1.2499999999999813,1.2999999999999812,1.349999999999981,1.3999999999999808,1.4499999999999806,1.4999999999999805,1.5499999999999803,1.59999999999998,1.64999999999998,1.6999999999999797,1.7499999999999796,1.7999999999999794,1.8499999999999792,1.899999999999979,1.9499999999999789,1.9999999999999787,2.0499999999999785,2.0999999999999783,2.149999999999978,2.199999999999978,2.249999999999978,2.2999999999999776,2.3499999999999774,2.3999999999999773,2.449999999999977,2.499999999999977,2.5499999999999767,2.5999999999999766,2.6499999999999764,2.699999999999976,2.749999999999976,2.799999999999976,2.8499999999999757,2.8999999999999755,2.9499999999999753,2.999999999999975,3.049999999999975,3.0999999999999748,3.1499999999999746,3.1999999999999744,3.2499999999999742,3.299999999999974,3.349999999999974,3.3999999999999737,3.4499999999999735,3.4999999999999734,3.549999999999973,3.599999999999973,3.649999999999973,3.6999999999999726,3.7499999999999725,3.7999999999999723,3.849999999999972,3.899999999999972,3.9499999999999718,3.9999999999999716
0.1,0.91,0.91,0.91,0.91,0.91,0.91,0.9,0.9,0.9,0.9,0.9,0.9,0.89,0.89,0.89,0.89,0.88,0.88,0.88,0.88,0.87,0.87,0.87,0.86,0.86,0.86,0.85,0.85,0.85,0.84,0.84,0.83,0.83,0.82,0.82,0.81,0.81,0.8,0.79,0.79,0.78,0.77,0.76,0.76,0.75,0.74,0.73,0.71,0.7,0.69,0.67,0.66,0.64,0.62,0.6,0.57,0.54,0.51,0.47,0.43,0.38,0.31,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.28,0.35,0.41,0.46,0.5,0.53,0.56,0.59,0.61,0.63,0.65,0.67,0.68,0.7,0.71,0.72,0.73,0.74,0.75,0.76,0.77,0.78,0.79,0.79,0.8,0.81,0.81,0.82,0.82,0.83,0.83,0.84,0.84,0.85,0.85,0.85,0.86,0.86,0.86,0.87,0.87,0.87,0.88,0.88,0.88,0.88,0.89,0.89,0.89,0.89,0.89,0.9,0.9,0.9,0.9,0.9,0.91,0.91,0.91,0.91,0.91,0.91
0.2,0.91,0.91,0.91,0.91,0.91,0.91,0.9,0.9,0.9,0.9,0.9,0.9,0.89,0.89,0.89,0.89,0.88,0.88,0.88,0.88,0.87,0.87,0.87,0.86,0.86,0.86,0.85,0.85,0.85,0.84,0.84,0.83,0.83,0.82,0.82,0.81,0.81,0.8,0.8,0.79,0.78,0.77,0.77,0.76,0.75,0.74,0.73,0.72,0.7,0.69,0.68,0.66,0.64,0.62,0.6,0.58,0.55,0.52,0.49,0.45,0.4,0.34,0.26,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.29,0.37,0.42,0.47,0.5,0.54,0.57,0.59,0.61,0.63,0.65,0.67,0.68,0.7,0.71,0.72,0.73,0.74,0.75,0.76,0.77,0.78,0.79,0.79,0.8,0.81,0.81,0.82,0.82,0.83,0.83,0.84,0.84,0.85,0.85,0.85,0.86,0.86,0.86,0.87,0.87,0.87,0.88,0.88,0.88,0.88,0.89,0.89,0.89,0.89,0.89,0.9,0.9,0.9,0.9,0.9,0.91,0.91,0.91,0.91,0.91
0.30000000000000004,0.91,0.91,0.91,0.91,0.91,0.91,0.9,0.9,0.9,0.9,0.9,0.9,0.89,0.89,0.89,0.89,0.88,0.88,0.88,0.88,0.87,0.87,0.87,0.87,0.86,0.86,0.86,0.85,0.85,0.84,0.84,0.84,0.83,0.83,0.82,0.82,0.81,0.8,0.8,0.79,0.78,0.78,0.77,0.76,0.75,0.74,0.73,0.72,0.71,0.7,0.68,0.67,0.65,0.63,0.61,0.59,0.57,0.54,0.51,0.47,0.43,0.38,0.31,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.33,0.39,0.44,0.49,0.52,0.55,0.58,0.6,0.62,0.64,0.66,0.68,0.69,0.71,0.72,0.73,0.74,0.75,0.76,0.77,0.78,0.78,0.79,0.8,0.8,0.81,0.81,0.82,0.83,0.83,0.83,0.84,0.84,0.85,0.85,0.85,0.86,0.86,0.86,0.87,0.87,0.87,0.88,0.88,0.88,0.88,0.89,0.89,0.89,0.89,0.89,0.9,0.9,0.9,0.9,0.9,0.91,0.91,0.91
0.4,0.91,0.91,0.91,0.91,0.91,0.91,0.9,0.9,0.9,0.9,0.9,0.89,0.89,0.89,0.89,0.89,0.88,0.88,0.88,0.88,0.87,0.87,0.87,0.87,0.86,0.86,0.86,0.85,0.85,0.84,0.84,0.84,0.83,0.83,0.82,0.82,0.81,0.81,0.8,0.79,0.79,0.78,0.77,0.77,0.76,0.75,0.74,0.73,0.72,0.7,0.69,0.68,0.66,0.65,0.63,0.61,0.59,0.56,0.53,0.5,0.47,0.42,0.37,0.31,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.28,0.36,0.42,0.47,0.51,0.54,0.57,0.6,0.62,0.64,0.66,0.67,0.69,0.7,0.71,0.73,0.74,0.75,0.76,0.76,0.77,0.78,0.79,0.79,0.8,0.81,0.81,0.82,0.82,0.83,0.83,0.84,0.84,0.85,0.85,0.85,0.86,0.86,0.86,0.87,0.87,0.87,0.87,0.88,0.88,0.88,0.88,0.89,0.89,0.89,0.89,0.9,0.9,0.9,0.9,0.9,0.9
0.5,0.91,0.91,0.91,0.91,0.91,0.91,0.9,0.9,0.9,0.9,0.9,0.89,0.89,0.89,0.89,0.89,0.88,0.88,0.88,0.88,0.87,0.87,0.87,0.87,0.86,0.86,0.86,0.85,0.85,0.85,0.84,0.84,0.83,0.83,0.82,0.82,0.81,0.81,0.8,0.8,0.79,0.78,0.78,0.77,0.76,0.75,0.74,0.73,0.72,0.71,0.7,0.69,0.67,0.66,0.64,0.63,0.61,0.58,0.56,0.53,0.5,0.47,0.42,0.37,0.31,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.35,0.43,0.48,0.52,0.55,0.58,0.61,0.63,0.65,0.67,0.68,0.7,0.71,0.72,0.73,0.74,0.75,0.76,0.77,0.78,0.79,0.79,0.8,0.81,0.81,0.82,0.82,0.83,0.83,0.84,0.84,0.84,0.85,0.85,0.86,0.86,0.86,0.87,0.87,0.87,0.87,0.88,0.88,0.88,0.88,0.89,0.89,0.89,0.89,0.89,0.9,0.9
0.6,0.91,0.91,0.91,0.91,0.91,0.9,0.9,0.9,0.9,0.9,0.9,0.89,0.89,0.89,0.89,0.89,0.88,0.88,0.88,0.88,0.87,0.87,0.87,0.87,0.86,0.86,0.86,0.85,0.85,0.85,0.84,0.84,0.84,0.83,0.83,0.82,0.82,0.81,0.81,0.8,0.79,0.79,0.78,0.77,0.77,0.76,0.75,0.74,0.73,0.72,0.71,0.7,0.69,0.67,0.66,0.64,0.63,0.61,0.58,0.56,0.53,0.5,0.47,0.43,0.38,0.32,0.24,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.48,0.54,0.57,0.6,0.63,0.65,0.67,0.69,0.7,0.71,0.73,0.74,0.75,0.76,0.77,0.77,0.78,0.79,0.8,0.8,0.81,0.81,0.82,0.82,0.83,0.83,0.84,0.84,0.85,0.85,0.85,0.86,0.86,0.86,0.87,0.87,0.87,0.87,0.88,0.88,0.88,0.88,0.89,0.89
0.7000000000000001,0.91,0.91,0.91,0.91,0.91,0.9,0.9,0.9,0.9,0.9,0.9,0.89,0.89,0.89,0.89,0.89,0.88,0.88,0.88,0.88,0.87,0.87,0.87,0.87,0.86,0.86,0.86,0.85,0.85,0.85,0.84,0.84,0.84,0.83,0.83,0.82,0.82,0.81,0.81,0.8,0.8,0.79,0.79,0.78,0.77,0.77,0.76,0.75,0.74,0.73,0.72,0.71,0.7,0.69,0.67,0.66,0.64,0.63,0.61,0.59,0.56,0.54,0.51,0.48,0.44,0.39,0.34,0.26,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.61,0.64,0.67,0.69,0.7,0.72,0.73,0.74,0.75,0.76,0.77,0.78,0.79,0.8,0.8,0.81,0.81,0.82,0.82,0.83,0.83,0.84,0.84,0.85,0.85,0.85,0.86,0.86,0.86,0.87,0.87,0.87,0.87
0.8,0.91,0.91,0.91,0.91,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.89,0.89,0.89,0.89,0.89,0.88,0.88,0.88,0.88,0.87,0.87,0.87,0.87,0.86,0.86,0.86,0.86,0.85,0.85,0.85,0.84,0.84,0.83,0.83,0.83,0.82,0.82,0.81,0.81,0.8,0.8,0.79,0.78,0.78,0.77,0.76,0.76,0.75,0.74,0.73,0.72,0.71,0.7,0.69,0.67,0.66,0.65,0.63,0.61,0.59,0.57,0.54,0.51,0.48,0.44,0.4,0.34,0.26,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.76,0.77,0.78,0.79,0.8,0.81,0.81,0.82,0.82,0.83,0.83,0.84,0.84,0.85,0.85
0.9,0.91,0.91,0.91,0.91,0.9,0.9,0.9,0.9,0.9,0.9,0.89,0.89,0.89,0.89,0.89,0.89,0.88,0.88,0.88,0.88,0.87,0.87,0.87,0.87,0.86,0.86,0.86,0.86,0.85,0.85,0.85,0.84,0.84,0.84,0.83,0.83,0.82,0.82,0.82,0.81,0.81,0.8,0.8,0.79,0.78,0.78,0.77,0.76,0.76,0.75,0.74,0.73,0.72,0.71,0.7,0.69,0.68,0.66,0.65,0.63,0.61,0.59,0.57,0.54,0.52,0.48,0.44,0.39,0.33,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
